HIST,211,,NW,HP,,,
HIST,212,,NW,HP,,,
HIST,213,,NW,HP,,,
HIST,219,,WCC,HP,,,
HIST,220,,NW,HP,,,
HIST,221,,NW,,,,
HIST,222,,NW,HP,,,
HIST,225,,NW,HP,,,
HIST,226,,NW,HP,,,
HIST,227,,NW,HP,,,
HIST,241,,WCC,HP,,,
HIST,245,,WCC,HP,,,
HIST,247,,WCC,HP,,,
HIST,252,,WCC,HP,,,
HIST,253,,WCC,HP,,,
HIST,254,,WCC,LA,,,
HIST,255,,WCC,HP,,,
HIST,256,,WCC,HP,,,
HIST,257,,,HP,,,
HIST,258,,WCC,HP,,,
HIST,259,,WCC,HP,,,
HIST,260,,WCC,HP,,,
HIST,261,,WCC,HP,,,
HIST,262,,WCC,HP,,,
HIST,263,,WCC,HP,,,
HIST,264,,WCC,HP,,,
HIST,265,,WCC,HP,,,
HIST,269,,WCC,HP,,,
HIST,270,,WCC,HP,,,
HIST,271,,WCC,HP,,,
HIST,272,,WCC,HP,,,
HIST,273,,,HP,,,
HIST,274,,WCC,HP,,,
HIST,275,,US,HP,,,
HIST,276,,US,HP,,,
HIST,277,,US,HP,,,
HIST,278,,US,HP,,,
HIST,279,,US,HP,,,
HIST,280,,US,HP,,,
HIST,281,,US,HP,,,
HIST,283,,US,HP,,,
HIST,284,,US,HP,,,
HIST,285,,,HP,,,
HIST,286,,,HP,,,
HIST,287,,US,HP,,,
HIST,288,,US,HP,,,
HIST,289,,,HP,,,
HIST,290,,WCC,,,,
HIST,293,,WCC,HP,,,
HIST,325,,NW,HP,,,
HIST,384,ACP,,,,,
HIST,393,,WCC,HP,,,
HIST,444,ACP,WCC,HP,,,
HIST,478,ACP,,,,,
HIST,482,ACP,,,,,
HIST,492,ACP,,,,,
HIST,498,ACP,,,,,
HNDI,115,,NW,,,,
HORT,223,ACP,,,LS,,
HORT,261,,,,LS,,
IB,100,,,,LS,,
IB,103,,,,LS,,
IB,105,,,,LS,,
IB,108,,,,LS,,
IB,150,,,,LS,,
IB,203,ACP,,,,,
IB,220,,,,LS,,
IB,271,ACP,,,,,
IHLT,230,,,,,,SS
IHLT,232,,US,,,,
IHLT,240,,,,,,BSC
INFO,202,,,,,,SS
INFO,303,ACP,,,,,
IS,107,,,,,QR1,
IS,202,,,,,,SS
ITAL,156,,WCC,LA,,,
ITAL,240,,,LA,,,
ITAL,270,,,LA,,,
JOUR,200,ACP,,,,,
JOUR,451,,,,,QR2,
JOUR,452,,,LA,,,
JS,108,,WCC,HP,,,
JS,120,ACP,,HP,,,
JS,201,,WCC,HP,,,
JS,209,,US,LA,,,
JS,212,,WCC,LA,,,
JS,220,,WCC,LA,,,
JS,252,,WCC,HP,,,
JS,261,,WCC,LA,,,
JS,262,,WCC,HP,,,
JS,269,,WCC,HP,,,
JS,284,,,LA,,,
JS,290,,NW,,,,
JS,320,,WCC,LA,,,
KIN,140,,,,,,SS
KIN,150,,,,LS,,
KIN,230,,US,,,,
KIN,249,,,,,,SS
KIN,259,,,,,,BSC
KIN,262,,,,,,BSC
KIN,340,ACP,,,,,
KIN,401,,,,,QR2,
LA,212,,WCC,HP,,,
LA,218,,NW,LA,,,
LA,220,,NW,HP,,,
LA,221,,WCC,HP,,,
LA,222,,NW,HP,,,
LA,242,,WCC,,,,
LA,250,,,,PS,,
LA,314,ACP,WCC,HP,,,
LAST,170,,NW,,,,SS
LAST,232,,US,,,,
LAST,240,,NW,,,,
LAW,301,,,HP,,,
LAW,302,,US,HP,,,
LER,100,,,,,,SS
LING,100,,,,,,SS
LING,104,,,,,,SS
LING,111,,NW,,,,
LING,115,,NW,,,,
LING,210,,,HP,,,
LING,225,,,,,,BSC
LING,240,,,HP,,,
LING,250,,US,,,,SS
LING,270,,WCC,,,,BSC
LING,301,ACP,,,,,
LLS,100,,US,,,,SS
LLS,200,,US,HP,,,
LLS,201,,US,,,,SS
LLS,215,,US,HP,,,
LLS,220,,US,,,,SS
LLS,230,,US,,,,
LLS,240,,US,,,,
LLS,242,,US,LA,,,
LLS,246,,US,LA,,,
LLS,250,,US,LA,,,
LLS,258,,US,,,,SS
LLS,260,,WCC,LA,,,
LLS,265,,US,,,,
LLS,279,,US,HP,,,
LLS,280,,US,HP,,,
LLS,281,,US,HP,,,
LLS,301,ACP,US,HP,,,
LLS,305,ACP,,,,,
LLS,310,ACP,US,,,,
LLS,322,,US,,,,
LLS,360,,US,LA,,,
LLS,372,ACP,,,,,
LLS,385,ACP,,,,,
LLS,392,ACP,,,,,
MACS,100,,WCC,LA,,,
MACS,101,ACP,,,,,
MACS,104,,,LA,,,
MACS,117,,,LA,,,
MACS,166,,,,,,SS
MACS,202,,,,,,SS
MACS,207,,NW,LA,,,
MACS,211,,US,,,,
MACS,250,,US,LA,,,
MACS,261,,,LA,,,
MACS,262,,,LA,,,
MACS,264,,WCC,HP,,,
MACS,275,,US,LA,,,
MACS,321,,WCC,,,,
MACS,351,,,,,,SS
MACS,356,,WCC,,,,
MATH,103,,,,,QR1,
MATH,115,,,,,QR1,
MATH,117,,,,,QR1,
MATH,119,,,,,QR1,
MATH,124,,,,,QR1,
MATH,181,,,,,QR1,
MATH,213,,,,,QR2,
MATH,220,,,,,QR1,
MATH,221,,,,,QR1,
MATH,231,,,,,QR1,
MATH,234,,,,,QR1,
MATH,241,,,,,QR2,
MATH,285,,,,,QR2,
MATH,286,,,,,QR2,
MATH,347,,,,,QR2,
MATH,348,ACP,,,,QR2,
MATH,402,,,,,QR2,
MATH,405,,,,,QR2,
MATH,414,,,,,QR2,
MATH,453,,,,,QR2,
MCB,100,,,,LS,,
MCB,150,,,,LS,,
MCB,170,,,,LS,,
MCB,180,,,,LS,,
MDIA,223,,,,,,SS
MDVL,111,,,LA,,,
MDVL,122,,,LA,,,
MDVL,201,,WCC,LA,,,
MDVL,216,,WCC,LA,,,
MDVL,240,,,LA,,,
MDVL,245,,WCC,HP,,,
MDVL,247,,WCC,HP,,,
MDVL,251,,WCC,HP,,,
MDVL,252,,WCC,LA,,,
MDVL,255,,WCC,HP,,,
MDVL,403,ACP,WCC,HP,,,
ME,470,ACP,,,,,
MILS,120,,,HP,,,
MSE,101,,,,PS,,
MSE,307,ACP,,,,,
MSE,308,ACP,,,,,
MUS,130,,WCC,LA,,,
MUS,132,,US,LA,,,
MUS,133,,NW,LA,,,
MUS,134,,,LA,,,
MUS,244,ACP,,,,,
MUS,313,,,LA,,,
MUS,314,,,LA,,,
MUS,339,,,,,QR2,
MUSE,250,,WCC,,,,SS
NPRE,101,,,,PS,QR2,
NPRE,481,ACP,,,,,
NRES,100,,,,PS,,
NRES,103,,,,LS,,
NRES,202,,WCC,HP,,,
NRES,210,,,,,,SS
NRES,220,ACP,,,,,
NRES,223,,,,,,SS
NRES,242,,WCC,,,,
NRES,270,,,,LS,,
NRES,287,,WCC,,,,SS
NRES,419,ACP,,,,,
NS,120,,,HP,,,
PHIL,100,ACP,,HP,,,
PHIL,101,,,HP,,,
PHIL,102,,,HP,,,
PHIL,103,,,HP,,QR2,
PHIL,104,ACP,,HP,,,
PHIL,105,,,HP,,,
PHIL,106,,,,,,SS
PHIL,107,,,,,,SS
PHIL,108,,WCC,HP,,,
PHIL,109,,WCC,HP,,,
PHIL,110,,NW,HP,,,
PHIL,201,,,HP,,,
PHIL,202,,,,,QR1,
PHIL,203,,,HP,,,
PHIL,206,,,HP,,,
PHIL,210,,,HP,,,
PHIL,214,,,HP,,,
PHIL,230,,,HP,,,
PHIL,231,,,HP,,,
PHIL,250,,,HP,,,
PHIL,270,,,HP,,,
PHIL,316,ACP,,HP,,,
PHIL,419,ACP,,,,,
PHIL,453,,,,,QR2,
PHIL,454,,,,,QR2,
PHYS,101,,,,PS,QR2,
PHYS,102,,,,PS,QR2,
PHYS,123,,,,PS,,
PHYS,140,,,,PS,QR2,
PHYS,150,,,,PS,QR2,
PHYS,211,,,,PS,QR2,
PHYS,212,,,,PS,QR2,
PHYS,213,,,,PS,QR2,
PHYS,214,,,,PS,QR2,
PHYS,280,ACP,,,,,
PHYS,419,ACP,,,,,
PHYS,496,ACP,,,,,
PLPA,200,ACP,,,LS,,
PLPA,204,,,,LS,,
POL,115,,WCC,LA,,,
PS,100,,,,,,SS
PS,101,,,,,,SS
PS,152,,NW,,,,SS
PS,201,,US,,,,SS
PS,224,,,,,,SS
PS,225,,,,,,SS
PS,240,,,,,,SS
PS,241,,NW,,,,SS
PS,242,,NW,,,,
PS,243,,NW,,,,SS
PS,270,,,HP,,,
PS,273,,WCC,,,,SS
PS,280,,,,,,SS
PS,281,ACP,,,,,SS
PS,282,ACP,,,,,SS
PS,357,ACP,,,,,
PSYC,100,,,,,,BSC
PSYC,103,,,,,,BSC
PSYC,201,,,,,,BSC
PSYC,207,,,,,,BSC
PSYC,210,,,,LS,,
PSYC,230,,,,,,BSC
PSYC,235,,,,,QR1,
PSYC,239,,,,,,SS
PSYC,301,,,,,QR1,
PSYC,322,,,,,,BSC
PSYC,498,ACP,,,,,
PSYC,499,ACP,,,,,
